43,35,98,54,62,69,82,16,8,89,96,90,86,31,10,56,76,92,70,20,5,23,9,58,59,93,80,54,46,22,64,8,20,51,78,39,37,50,34,75,33,31,54,44,34,71,62,23,46,56,7,89,61,3,38,84,34,44,30,17,59,10,99,84,18,45,91,59,62,59,49,100,63,87,32,10,11,70,62,47,34,100,17,54,76,85,40,19,67,82,53,64,83,47,6,16,72,18,52,48
43,39,49,12,10,71,55,1,49,36,21,37,24,55,25,7,81,93,94,71,97,71,24,11,73,12,35,63,68,100,92,57,13,23,83,39,88,80,97,12,34,71,75,31,93,62,13,31,2,15,57,75,34,68,75,29,66,16,39,77,37,81,21,44,19,71,8,77,66,41,75,88,70,61,26,71,83,70,29,66,19,68,58,70,57,37,61,92,30,71,73,25,97,65,6,18,10,92,11,97
65,77,84,65,52,67,82,78,31,91,17,55,93,36,26,53,17,86,25,2,86,5,4,36,6,21,77,89,26,55,39,84,33,14,56,100,81,21,46,16,16,84,29,92,8,88,3,89,19,97,66,79,86,74,82,22,46,91,13,33,5,90,77,27,78,24,67,63,94,99,48,63,78,12,28,44,93,43,17,40,49,85,57,87,84,64,75,57,98,74,74,70,100,88,76,43,23,27,58,37
6,65,6,50,22,88,25,79,90,72,51,88,48,70,99,65,60,46,36,58,76,38,11,12,42,39,71,11,36,52,31,33,13,18,41,58,56,24,73,31,55,10,60,2,15,3,43,31,70,67,56,63,75,15,92,10,38,47,57,50,71,15,18,82,88,2,84,98,43,26,71,38,94,42,5,11,65,34,1,83,2,85,20,61,87,21,88,68,12,22,20,82,1,30,97,24,14,36,69,75
24,60,95,55,77,80,24,77,24,54,26,66,80,38,65,75,51,35,43,29,37,81,58,54,39,42,28,29,43,3,10,59,14,76,47,42,94,32,32,42,32,26,1,56,2,81,30,71,52,91,9,22,34,49,1,73,84,53,83,100,40,45,68,9,22,18,76,43,39,73,6,83,48,7,80,69,16,1,37,83,37,81,64,90,86,62,72,61,33,66,30,20,60,82,74,24,4,37,4,77
89,77,18,88,66,48,33,58,83,73,28,35,10,65,42,85,9,60,15,99,57,69,22,64,41,87,71,56,23,25,91,6,34,63,9,60,49,97,51,60,70,37,31,98,41,62,93,58,14,36,36,79,8,26,36,48,85,28,68,62,80,86,76,80,51,42,29,82,10,39,82,1,39,21,65,15,4,60,61,20,10,87,34,48,33,98,61,10,54,84,65,77,1,5,80,15,28,95,23,17
98,13,14,11,28,42,96,99,61,64,31,81,73,10,8,21,77,59,50,69,70,30,95,17,75,20,48,73,2,37,1,4,100,54,25,3,9,86,87,76,74,34,43,74,94,22,70,2,94,66,32,16,76,1,72,48,50,13,15,53,44,8,74,46,69,19,38,11,43,20,20,21,82,57,50,74,98,26,30,73,31,42,68,61,61,70,78,68,90,17,19,51,70,63,93,75,80,30,25,75
71,26,56,22,89,19,31,26,42,41,100,23,47,13,89,66,66,16,73,28,77,35,41,77,31,85,32,54,98,72,59,41,66,96,54,40,28,37,65,74,55,4,99,10,47,75,14,38,12,45,17,80,35,66,75,41,67,29,18,20,14,34,49,54,31,58,42,58,82,30,25,63,19,72,92,8,95,3,67,86,81,100,17,14,9,62,94,21,76,37,96,11,20,35,53,47,75,52,8,4
27,44,40,47,94,44,48,91,85,52,84,68,11,77,73,4,76,73,77,48,26,77,39,92,58,19,88,83,77,77,58,28,66,10,86,77,58,73,97,14,84,15,96,33,17,24,30,62,13,62,47,16,66,81,96,43,8,3,12,84,16,78,80,59,49,63,62,49,51,33,30,59,76,15,82,92,23,78,94,97,45,62,79,71,15,46,64,46,56,44,75,29,95,62,89,52,54,88,57,83
66,22,20,33,72,25,46,73,98,57,87,5,55,61,89,8,16,48,61,15,65,22,3,54,14,36,82,82,67,10,49,65,91,57,27,75,5,71,83,57,93,15,99,76,30,20,37,3,73,41,39,26,2,23,23,85,16,9,13,28,27,51,64,52,81,38,100,65,18,63,51,9,13,40,55,79,43,44,68,33,24,36,10,100,20,75,12,62,18,94,63,84,25,12,21,25,11,64,73,50
62,89,99,96,49,14,1,81,25,59,72,69,5,99,19,23,9,94,50,16,33,2,14,1,90,58,89,16,79,90,47,44,80,14,93,24,55,15,83,72,34,2,27,74,99,87,72,92,23,68,14,63,93,65,68,63,96,97,90,81,87,64,32,79,13,66,19,24,88,11,59,86,15,10,41,27,60,73,52,28,65,17,95,44,10,63,93,82,47,38,70,76,53,78,44,74,54,20,79,31
7,58,10,10,39,28,30,37,67,43,79,85,52,56,76,68,9,92,23,63,61,40,44,86,24,51,58,90,94,33,16,22,57,62,82,71,90,72,70,30,23,32,86,57,9,31,71,9,13,58,3,35,97,21,64,95,52,34,96,35,15,96,6,85,97,32,52,83,97,28,95,85,98,64,79,78,19,15,6,73,84,98,38,26,82,92,51,73,96,53,56,59,70,78,92,58,88,13,43,76
51,19,21,91,83,24,26,45,28,82,100,29,17,68,44,61,93,68,74,25,95,67,2,89,49,70,26,72,99,27,89,18,54,1,61,3,68,41,37,51,15,8,38,83,56,47,90,10,78,49,41,83,30,5,95,71,83,31,52,88,98,23,48,40,6,38,41,100,27,75,69,57,17,71,91,47,79,13,11,90,86,92,24,93,73,4,46,18,43,80,33,93,10,73,59,31,28,60,3,55
14,58,89,15,2,24,78,64,71,100,24,27,37,94,91,39,63,79,26,65,4,29,1,50,86,11,74,59,62,81,36,56,90,21,13,9,11,75,70,1,70,77,86,56,31,86,37,47,91,78,47,69,58,36,32,98,64,71,42,48,74,81,30,21,60,13,1,65,33,38,25,26,77,59,92,33,41,30,57,49,48,72,49,47,56,65,12,69,88,6,89,65,25,1,32,3,49,19,60,29
50,2,73,56,17,60,36,61,17,49,76,60,20,50,3,43,57,50,68,81,50,37,46,42,15,33,80,11,20,24,64,80,94,98,65,88,88,73,86,76,17,89,92,61,15,94,51,27,86,74,61,58,31,91,12,46,31,32,32,99,53,61,46,85,74,80,7,4,91,52,89,31,75,84,36,54,54,17,75,30,99,22,43,27,37,46,35,4,80,80,85,26,100,19,81,45,26,22,58,63
28,65,44,100,43,37,66,17,40,38,85,61,9,77,75,61,80,16,2,72,43,42,77,57,81,88,67,30,13,19,7,9,83,54,86,82,61,87,2,50,75,31,33,78,80,11,33,7,31,48,47,78,92,53,80,19,81,90,6,49,73,50,81,95,12,23,54,69,100,59,36,3,58,88,55,57,17,39,90,68,55,45,76,1,21,83,21,52,82,43,52,67,44,32,10,64,79,69,68,28
53,51,53,4,79,17,67,74,47,56,23,18,1,35,64,58,95,59,1,3,67,37,83,29,89,33,100,61,93,90,4,14,91,33,22,48,3,87,85,23,68,21,43,95,85,26,41,99,38,88,11,29,60,67,65,61,19,46,49,22,78,57,14,44,16,97,77,12,55,51,39,33,33,29,69,70,31,80,31,89,46,97,77,52,10,88,74,41,95,77,3,59,52,34,49,28,83,87,96,13
97,98,97,69,67,61,60,71,24,63,86,61,23,30,60,18,96,56,53,7,97,69,92,72,79,52,4,34,69,33,69,38,98,26,1,4,39,54,90,33,33,72,20,16,21,45,90,87,82,62,31,42,12,65,73,3,90,9,51,16,88,78,3,98,97,24,73,13,2,71,21,19,89,47,22,75,33,32,64,85,39,84,72,42,9,25,89,97,2,19,20,93,70,17,89,68,94,84,3,87
51,82,26,56,100,64,8,81,95,37,97,27,45,4,86,90,96,88,99,37,96,71,33,31,55,12,11,88,72,32,57,38,60,86,98,19,84,56,14,33,10,80,64,64,62,68,91,92,43,80,59,52,97,19,21,22,9,9,73,27,17,44,45,8,80,18,33,1,76,6,41,55,5,59,80,18,49,82,65,83,54,61,8,3,25,69,55,40,83,82,50,95,33,18,57,16,80,38,41,7
78,53,63,89,32,38,22,16,52,29,16,76,17,64,91,89,13,72,56,5,12,41,3,99,33,86,50,56,9,82,50,29,39,91,100,45,17,56,98,46,67,69,14,67,23,94,61,23,27,54,10,89,77,16,41,98,55,61,86,81,87,100,49,73,52,2,96,50,86,43,77,8,59,65,81,12,4,77,95,41,7,87,88,69,69,81,30,73,6,89,19,80,85,66,10,16,37,79,77,77
32,47,72,43,82,36,26,10,31,97,29,5,77,1,87,3,67,71,100,35,15,67,93,30,82,75,43,60,40,65,29,74,92,95,19,3,36,43,15,97,41,90,80,36,97,84,77,33,5,78,91,87,14,68,83,47,54,4,94,83,95,95,9,53,77,78,60,46,54,74,95,37,23,27,70,90,66,61,77,51,50,19,1,40,32,22,93,66,40,38,48,55,75,81,55,51,60,8,86,68
75,72,9,90,2,80,95,70,85,90,59,19,28,72,14,24,44,56,90,95,51,32,50,41,66,25,61,66,42,65,36,76,9,36,92,38,33,42,61,46,86,89,61,18,70,82,80,15,48,72,13,43,60,57,71,17,50,32,22,55,57,13,47,87,62,54,29,22,65,29,48,5,35,74,83,71,46,35,45,13,10,66,70,72,100,25,44,60,47,40,7,46,23,83,46,86,13,21,1,19
60,33,4,3,91,52,99,28,70,70,55,57,87,97,16,24,69,41,77,47,76,69,31,92,92,30,18,44,27,99,26,60,18,97,89,56,31,59,2,97,39,61,63,96,18,17,98,39,71,54,99,94,76,35,11,61,44,68,25,48,32,84,95,4,38,63,47,1,3,86,62,64,17,78,62,35,13,35,43,2,56,77,51,54,16,18,7,45,36,41,94,42,7,15,60,40,83,37,66,55
77,95,80,56,44,57,6,92,32,74,18,68,73,7,8,64,7,41,40,3,17,66,79,93,52,22,4,6,38,26,11,90,17,88,92,99,31,77,35,16,79,18,62,27,35,45,35,28,9,76,15,21,52,35,97,51,83,55,87,77,44,65,93,88,80,25,87,92,47,80,56,38,11,67,15,1,7,1,49,96,73,29,26,87,45,93,97,71,12,95,32,20,51,81,36,67,1,27,40,97
84,14,100,69,87,79,6,33,55,19,77,29,61,70,79,80,24,23,10,54,41,49,17,56,45,30,44,74,55,19,29,2,36,19,7,26,79,38,3,80,66,95,92,71,94,43,62,71,100,93,24,39,68,93,44,5,55,93,30,29,26,83,26,37,91,94,53,30,3,43,7,49,73,41,77,79,54,69,93,99,91,27,8,32,84,64,10,13,63,93,35,61,54,8,29,95,41,30,86,21
76,11,2,50,41,66,98,3,80,51,68,87,84,25,30,82,11,93,17,26,23,56,52,48,20,2,88,31,27,2,78,4,13,100,35,72,66,6,31,10,21,74,23,3,32,20,74,29,52,46,34,84,61,72,71,70,11,82,93,89,63,21,3,82,88,10,27,12,7,17,65,64,26,15,33,62,47,95,35,65,72,76,83,25,57,32,63,12,63,77,92,1,51,70,8,68,5,89,86,92
39,23,68,52,4,47,21,56,66,59,7,49,16,17,84,87,98,75,34,33,26,66,63,87,41,86,58,98,79,10,15,42,93,57,87,17,60,9,36,73,80,36,48,51,97,95,70,74,80,68,22,77,80,93,6,26,75,88,93,3,52,74,60,63,65,52,90,76,14,89,72,68,28,71,10,57,100,66,90,50,14,16,54,43,42,81,22,68,19,66,39,73,19,16,54,25,18,23,85,11
39,68,25,63,96,30,45,90,61,100,51,98,9,76,2,5,62,69,52,86,5,59,68,9,93,22,27,10,80,61,51,10,6,62,5,70,63,56,59,63,89,59,51,50,4,48,32,51,52,99,74,34,36,70,43,16,59,53,19,98,89,95,41,81,47,94,54,55,95,19,62,99,93,59,65,68,28,18,26,19,55,57,6,1,8,97,51,85,88,25,47,55,64,83,93,10,56,12,33,71
17,61,10,31,60,70,17,50,37,82,62,90,80,72,88,77,29,32,88,80,11,96,6,35,33,18,37,13,74,90,81,64,1,63,89,34,10,84,7,56,80,37,29,12,17,48,84,26,83,12,21,42,61,58,54,34,7,35,15,65,90,99,25,59,79,86,6,52,79,88,21,71,93,96,32,53,59,69,62,4,86,18,99,81,56,24,66,13,62,54,15,69,3,37,37,3,63,35,52,87
28,94,18,36,33,64,26,48,40,17,40,7,57,8,56,31,59,58,12,48,31,83,63,74,39,76,20,48,71,54,78,75,71,29,74,93,73,100,48,74,83,56,95,17,9,97,34,45,88,9,7,16,19,6,11,76,61,42,13,12,85,74,20,50,36,92,88,69,37,12,99,40,54,2,50,41,45,9,62,86,47,5,76,1,44,22,38,19,80,31,67,87,42,82,26,13,58,18,67,87
3,55,89,91,58,63,91,52,89,24,72,9,37,94,83,53,80,24,21,100,40,62,70,69,14,42,50,61,4,72,88,75,17,85,57,90,48,44,45,91,80,90,33,31,47,6,72,71,34,53,14,16,43,73,74,81,12,70,19,41,53,29,70,59,89,64,24,89,16,52,80,6,37,85,4,98,92,38,41,92,81,14,71,86,51,65,93,52,95,30,57,79,82,99,30,98,42,11,27,24
99,39,72,18,77,45,88,87,12,49,94,31,92,22,44,92,64,77,25,51,7,6,24,19,83,100,9,36,40,93,24,48,63,69,53,54,42,45,90,14,29,6,7,37,53,18,87,38,59,1,68,44,47,35,87,91,60,90,52,8,80,41,3,96,69,84,14,96,26,70,58,100,40,51,5,77,32,80,1,77,54,11,53,8,25,40,32,88,28,78,3,100,91,84,79,62,27,45,92,25
61,44,97,46,14,8,48,14,65,80,82,7,79,88,49,55,13,73,56,56,15,57,58,35,88,97,16,8,93,87,45,95,40,54,14,59,94,53,27,47,80,6,55,97,44,18,16,12,20,45,64,59,93,94,90,22,97,47,29,86,45,77,9,24,15,36,13,91,44,71,72,78,76,36,61,81,40,93,27,1,34,68,88,21,33,7,65,3,51,79,95,54,80,74,93,59,6,29,17,60
22,24,81,85,51,50,11,56,71,42,39,69,48,57,21,82,99,20,15,69,77,51,76,62,85,37,6,71,26,8,73,91,4,21,31,21,25,15,35,49,43,41,37,57,42,47,92,61,14,68,53,84,34,76,97,24,20,69,30,88,7,36,38,80,52,15,46,23,12,93,44,15,93,49,21,15,14,42,80,15,63,68,27,87,93,53,52,63,73,53,57,52,43,7,42,4,69,5,75,92
80,41,94,4,2,67,21,70,43,82,69,9,84,28,26,82,83,3,73,100,95,49,17,63,55,23,34,69,15,47,3,83,28,3,4,88,31,45,59,45,75,37,65,9,17,65,3,26,53,31,26,23,30,10,72,89,64,22,15,56,74,20,47,87,53,53,1,2,58,19,62,78,72,12,26,27,29,15,46,1,60,92,57,3,18,52,60,34,96,93,89,60,26,72,19,22,93,33,38,35
67,83,10,91,15,11,90,24,77,96,4,13,73,57,98,37,48,71,1,60,12,21,11,44,58,44,78,98,34,25,4,64,90,16,10,66,35,83,6,19,59,53,8,78,10,67,38,29,15,87,23,82,46,83,28,26,10,47,4,55,66,67,7,55,80,31,74,19,28,81,28,19,87,20,13,77,43,11,48,15,17,54,50,28,83,4,22,86,39,34,97,44,42,40,97,12,2,28,74,86
81,90,67,71,72,84,76,99,81,92,10,86,57,97,86,37,77,91,64,79,86,94,40,98,60,98,48,99,19,72,33,44,92,37,89,36,81,88,21,2,31,97,30,76,44,12,51,49,24,24,60,11,13,91,72,74,72,64,20,72,73,71,78,28,2,43,8,13,85,92,35,23,46,15,2,61,76,64,52,36,67,69,67,47,83,2,44,64,81,78,28,91,54,74,67,36,63,25,86,48
39,47,94,21,30,92,31,26,22,21,1,37,77,85,46,9,17,47,85,95,59,54,86,12,64,6,53,16,90,5,73,46,14,44,63,94,52,26,53,29,19,47,8,23,35,95,53,99,96,58,5,16,17,32,96,52,20,66,84,82,1,58,93,93,83,44,6,50,72,88,20,14,5,41,40,34,80,45,71,80,71,27,78,78,44,33,33,44,20,36,7,32,67,39,93,24,86,70,88,87
54,38,74,80,75,32,45,61,70,88,97,53,51,76,56,27,38,62,18,64,77,30,49,41,13,34,100,94,25,66,100,18,5,19,42,18,32,21,10,37,49,86,13,55,17,9,88,44,78,46,8,37,19,63,92,46,94,71,26,46,46,75,14,85,63,72,3,28,29,87,18,35,77,76,47,5,75,59,75,59,47,95,95,13,78,89,33,97,62,79,16,44,58,6,89,15,4,56,64,68
94,34,91,95,56,32,9,63,72,78,33,87,21,55,76,57,2,13,4,84,50,48,78,30,29,8,12,41,26,50,2,55,56,14,6,95,81,89,61,96,12,13,19,44,89,95,59,37,25,16,38,43,87,14,6,89,23,60,12,13,100,98,6,63,38,50,52,40,8,61,8,97,34,79,100,60,57,99,46,22,87,40,45,55,51,86,5,95,13,28,84,97,80,62,93,87,24,98,7,38
37,68,98,42,86,5,64,50,87,15,95,73,53,25,89,85,9,38,22,87,49,68,93,15,65,54,30,93,20,33,100,86,77,7,8,28,45,73,89,80,74,11,31,12,95,78,51,44,96,50,17,35,1,29,51,64,4,87,28,16,63,76,53,85,17,40,13,52,58,96,37,79,76,61,79,34,70,17,20,73,59,69,87,33,78,17,57,83,97,1,13,27,70,59,6,97,94,99,23,10
51,19,51,92,87,68,84,83,42,91,57,98,68,38,62,7,71,50,52,26,26,19,9,61,20,50,80,81,22,13,12,10,65,96,30,8,21,22,18,66,48,44,9,67,54,26,85,94,92,100,26,34,8,10,48,55,54,78,40,15,81,18,96,23,62,46,87,99,39,15,53,88,64,63,92,80,16,70,66,13,47,9,63,34,81,91,29,37,43,86,64,24,71,34,48,12,23,79,97,13
87,96,45,99,65,47,58,5,77,5,60,96,21,24,18,21,54,10,24,85,89,60,57,23,22,68,34,70,28,95,99,39,42,23,70,80,2,24,17,65,70,69,60,50,93,12,47,67,65,27,48,88,62,44,19,59,8,55,47,2,94,94,39,45,32,65,38,77,11,10,59,90,55,20,81,17,68,5,60,23,46,52,10,46,28,97,43,26,55,48,29,27,18,60,74,69,74,21,24,3
95,62,2,66,42,34,42,20,97,68,45,75,42,47,5,89,49,37,34,73,70,18,78,19,78,40,17,60,99,93,42,81,72,65,53,100,7,5,24,28,62,17,20,3,37,90,15,51,48,8,13,48,3,65,73,31,26,81,56,34,9,62,13,69,41,77,1,89,47,4,100,63,52,10,28,6,27,12,62,52,48,67,46,97,74,95,15,71,36,14,78,3,67,86,19,99,76,54,69,10
33,13,99,51,32,75,24,35,83,70,40,54,44,62,99,68,33,77,56,36,54,19,43,12,11,70,12,91,41,25,3,3,84,28,23,48,67,42,88,40,6,20,11,96,27,21,13,86,35,47,86,28,21,18,31,60,37,21,14,89,91,60,23,95,29,47,30,90,84,38,83,27,89,87,93,15,59,3,10,79,80,17,83,11,48,5,69,64,14,50,26,72,69,7,16,55,78,56,4,100
48,17,36,70,80,93,100,38,62,48,10,36,29,78,4,44,56,42,100,13,46,82,33,21,80,79,57,69,70,67,48,76,100,33,36,33,31,21,27,91,72,62,96,26,66,12,22,17,7,68,37,38,96,11,1,25,42,52,24,53,56,63,81,8,59,45,27,52,18,91,86,16,66,5,82,3,91,81,80,70,7,50,14,38,79,47,33,43,91,29,57,5,93,96,60,70,2,70,43,4
56,93,59,89,9,3,90,48,43,91,100,96,1,57,53,16,51,75,90,55,1,90,28,53,58,73,60,59,22,8,49,42,27,39,83,25,38,85,24,24,60,83,50,66,14,53,32,96,92,48,39,40,42,77,76,8,79,26,12,43,51,91,82,100,63,49,27,9,39,65,71,90,71,7,72,80,67,10,71,85,53,95,87,57,91,86,27,54,4,88,23,48,83,42,3,91,3,28,63,81
31,10,49,86,94,21,100,53,87,76,89,54,57,20,49,7,29,48,93,13,3,2,16,94,6,45,71,5,56,71,98,32,49,13,30,25,85,60,59,85,28,58,20,34,5,82,60,43,57,57,75,54,81,45,86,37,84,48,54,48,6,34,63,78,48,23,84,13,47,44,32,26,53,14,52,36,8,40,86,22,16,91,60,60,10,25,31,21,91,81,33,31,90,21,36,65,4,68,90,4
